GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},17,0,2,0,1,0,4,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},19,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},18,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},20,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.13..anonfun.apply.new Serializable() {...},42,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,JobDataSource,359,0,22,0,39,0,19,0,8,0
Spark Project Core,org.apache.spark.ui.jobs,StagesTab..anonfun.handleKillRequest.new Serializable() {...},30,0,2,0,2,0,4,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,JobPage..anonfun.new Serializable() {...},20,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},30,0,6,0,1,0,6,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},10,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},10,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},12,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,StagePagedTable..anonfun.makeDescription.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,MissingStageTableRowData,24,0,0,0,3,0,1,0,1,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},20,0,6,0,1,0,5,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},20,0,6,0,1,0,5,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},20,0,6,0,1,0,5,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},20,0,6,0,1,0,5,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllStagesPage..anonfun.new Serializable() {...},35,0,2,0,4,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,ExecutorTable,909,0,10,0,48,0,8,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},19,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},20,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},7,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePagedTable,2011,0,32,0,130,0,34,0,18,0
Spark Project Core,org.apache.spark.ui.jobs,ApiHelper..anonfun.lastStageNameAndDescription.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,ApiHelper..anonfun.lastStageNameAndDescription.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,ApiHelper..anonfun.lastStageNameAndDescription.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,ApiHelper..anonfun.lastStageNameAndDescription.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableRowData,111,0,0,0,19,0,19,0,19,0
Spark Project Core,org.apache.spark.ui.jobs,AllJobsPage..anonfun.12..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StageTableBase..anonfun.new Serializable() {...},7,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePagedTable..anonfun.15..anonfun.new Serializable() {...},140,0,4,0,6,0,4,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePagedTable..anonfun.15..anonfun.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},17,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},17,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},21,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},36,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},21,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,PoolPage..anonfun.new Serializable() {...},7,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,StagePage..anonfun.30..anonfun.new Serializable() {...},24,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.ui.jobs,JobDataSource..anonfun.sliceData.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,LegacyAccumulatorWrapper,42,85,2,2,2,12,2,9,0,9
Spark Project Core,org.apache.spark.util,SparkShutdownHook,4,18,0,0,1,3,1,3,1,3
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stageSubmittedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcZZ.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,ListenerBus..anonfun.postToAll.new Serializable() {...},35,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anon.5..anonfun.run.new Serializable() {...},17,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.propertiesFromJson.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.propertiesFromJson.new Serializable() {...},22,0,0,0,4,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcJJ.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,StatCounter.,7,13,0,0,2,2,2,3,2,3
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockManagerRemovedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockManagerRemovedToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getThreadDumpForThread.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getOrCreateLocalRootDirsImpl.2..anonfun.apply.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getOrCreateLocalRootDirsImpl.2..anonfun.apply.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,SparkShutdownHookManager..anon.new Runnable() {...},6,8,1,1,1,1,2,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.tryWithSafeFinally.new Serializable() {...},34,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Distribution,160,0,2,0,18,0,17,0,16,0
Spark Project Core,org.apache.spark.util,ChildFirstURLClassLoader,73,0,2,0,12,0,7,0,6,0
Spark Project Core,org.apache.spark.util,ShutdownHookManager..anon.new Thread() {...},1,3,0,0,1,1,1,1,1,1
Spark Project Core,org.apache.spark.util,StatCounter,272,165,16,2,34,26,18,21,9,21
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockManagerIdToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockManagerIdToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockManagerIdToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcZI.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,MutablePair.mcDZ.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,MutablePair.mcDD.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskMetricsFromJson.4..anonfun.apply.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskInfoToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.fetchHcfsFile.new Serializable() {...},35,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.util,FieldAccessFinder,14,53,7,7,0,9,7,4,2,2
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskEndReasonToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,CausedBy,4,0,0,0,0,0,1,0,1,0
Spark Project Core,org.apache.spark.util,SerializableJobConf..anonfun.writeObject.new Serializable() {...},2,24,1,1,0,3,1,3,0,3
Spark Project Core,org.apache.spark.util,Utils..anonfun.getLocalUserJarsForShell.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getLocalUserJarsForShell.new Serializable() {...},14,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getLocalUserJarsForShell.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskGettingResultToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.isBindCollision.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Benchmark.Timer..anonfun.startTiming.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorMetricsUpdateToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorMetricsUpdateToJson.new Serializable() {...},93,0,2,0,5,0,3,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorMetricsUpdateToJson.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.executorMetricsUpdateToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskMetricsFromJson.1..anonfun.apply.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskMetricsFromJson.1..anonfun.apply.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskMetricsFromJson.1..anonfun.apply.new Serializable() {...},19,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulableInfoToJson.9..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcJD.sp,75,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,ByteBufferOutputStream..anonfun.write.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,ByteBufferOutputStream..anonfun.write.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,Utils..anonfun.parseStandaloneMasterUrls.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.org.apache.spark.util.Utils..threadInfoToThreadStackTrace.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.org.apache.spark.util.Utils..threadInfoToThreadStackTrace.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.applicationEndToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.applicationEndToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,TaskCompletionListenerException..anonfun.new Serializable() {...},56,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,TaskCompletionListenerException..anonfun.new Serializable() {...},25,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.util,TaskCompletionListenerException..anonfun.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.95..anonfun.apply.new Serializable() {...},12,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.util,TimeStampedHashMap..anonfun.getTimestamp.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,FieldAccessFinder..anon.3..anonfun.visitMethodInsn.2..anonfun.apply.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.jobStartToJson.6..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDynamicAllocationInitialExecutors.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDynamicAllocationInitialExecutors.new Serializable() {...},66,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDynamicAllocationInitialExecutors.new Serializable() {...},66,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getDynamicAllocationInitialExecutors.new Serializable() {...},105,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcDC.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,SignalUtils..anonfun.registerLogger.1..anonfun.apply.new Serializable() {...},31,0,2,0,3,0,4,0,3,0
Spark Project Core,org.apache.spark.util,RedirectThread..anonfun.run.new Serializable() {...},25,0,2,0,3,0,4,0,3,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.storageLevelToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.storageLevelToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.storageLevelToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.storageLevelToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.unionFileLists.new Serializable() {...},22,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.unionFileLists.new Serializable() {...},22,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.unionFileLists.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,DoubleAccumulator,174,0,6,0,25,0,19,0,16,0
Spark Project Core,org.apache.spark.util,ByteBufferInputStream,59,47,10,4,14,8,11,4,4,4
Spark Project Core,org.apache.spark.util,MutablePair.mcZJ.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,TimeStampedHashMap,1172,0,14,0,49,0,224,0,217,0
Spark Project Core,org.apache.spark.util,SignalUtils..anonfun.1..anonfun.apply.new Serializable() {...},21,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anon.new ObjectInputStream() {...},0,14,0,0,0,2,0,2,0,2
Spark Project Core,org.apache.spark.util,Utils..anon.new InputStream() {...},17,0,0,0,3,0,3,0,3,0
Spark Project Core,org.apache.spark.util,Utils..anon.new OutputStream() {...},18,0,0,0,3,0,3,0,3,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.exceptionToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anon.new Thread() {...},23,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anon.new Iterator() {...},349,58,1,1,0,6,87,6,86,6
Spark Project Core,org.apache.spark.util,Utils..anon.new CacheLoader() {...},12,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},14,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,package.,8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},30,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.stackTraceFromJson.new Serializable() {...},70,0,0,0,6,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},13,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},14,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},14,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.new Serializable() {...},14,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,MutablePair.mcIC.sp,73,0,0,0,7,0,17,0,17,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockManagerAddedToJson.5..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.getSystemProperties.new Serializable() {...},0,10,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.util,Utils..anonfun.getUserJars.2..anonfun.apply.new Serializable() {...},0,11,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.util,ClosureCleaner..anonfun.org.apache.spark.util.ClosureCleaner..clean.8..anonfun.apply.new Serializable() {...},17,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.startServiceOnPort.1..anonfun.apply.mcVI.sp.new Serializable() {...},45,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.startServiceOnPort.1..anonfun.apply.mcVI.sp.new Serializable() {...},86,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.util,Utils..anonfun.startServiceOnPort.1..anonfun.apply.mcVI.sp.new Serializable() {...},2,49,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.blockUpdateToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.taskMetricsFromJson.2..anonfun.apply.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.util,SerializableBuffer,34,0,0,0,4,0,6,0,6,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumulablesToJson.1..anonfun.apply.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,CircularBuffer,115,0,6,0,13,0,12,0,9,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumValueToJson.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.accumValueToJson.new Serializable() {...},47,0,2,0,4,0,3,0,2,0
Spark Project Core,org.apache.spark.util,UninterruptibleThread,154,37,15,1,17,7,13,4,5,4
Spark Project Core,org.apache.spark.util,CallerContext,197,184,7,5,10,18,33,6,27,6
Spark Project Core,org.apache.spark.util,Utils..anonfun.loadDefaultSparkProperties.1..anonfun.apply.new Serializable() {...},22,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.rddInfoToJson.4..anonfun.apply.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.util,JsonProtocol..anonfun.logStartToJson.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
