spec,CWE,class,className,method,location,error,expecting
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00125,BenchmarkTest00125,doPost,BenchmarkTest00125.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00125,BenchmarkTest00125,doPost,BenchmarkTest00125.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00208,BenchmarkTest00208,doPost,BenchmarkTest00208.java:82,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00208,BenchmarkTest00208,doPost,BenchmarkTest00208.java:82,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00210,BenchmarkTest00210,doPost,BenchmarkTest00210.java:80,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00210,BenchmarkTest00210,doPost,BenchmarkTest00210.java:80,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00254,BenchmarkTest00254,doPost,BenchmarkTest00254.java:78,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00254,BenchmarkTest00254,doPost,BenchmarkTest00254.java:78,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00256,BenchmarkTest00256,doPost,BenchmarkTest00256.java:79,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00256,BenchmarkTest00256,doPost,BenchmarkTest00256.java:79,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00257,BenchmarkTest00257,doPost,BenchmarkTest00257.java:70,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00257,BenchmarkTest00257,doPost,BenchmarkTest00257.java:70,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00258,BenchmarkTest00258,doPost,BenchmarkTest00258.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00258,BenchmarkTest00258,doPost,BenchmarkTest00258.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00354,BenchmarkTest00354,doPost,BenchmarkTest00354.java:63,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00354,BenchmarkTest00354,doPost,BenchmarkTest00354.java:63,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00355,BenchmarkTest00355,doPost,BenchmarkTest00355.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00355,BenchmarkTest00355,doPost,BenchmarkTest00355.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00356,BenchmarkTest00356,doPost,BenchmarkTest00356.java:61,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00356,BenchmarkTest00356,doPost,BenchmarkTest00356.java:61,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00445,BenchmarkTest00445,doPost,BenchmarkTest00445.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00445,BenchmarkTest00445,doPost,BenchmarkTest00445.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00446,BenchmarkTest00446,doPost,BenchmarkTest00446.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00446,BenchmarkTest00446,doPost,BenchmarkTest00446.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00448,BenchmarkTest00448,doPost,BenchmarkTest00448.java:65,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00448,BenchmarkTest00448,doPost,BenchmarkTest00448.java:65,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00449,BenchmarkTest00449,doPost,BenchmarkTest00449.java:63,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00449,BenchmarkTest00449,doPost,BenchmarkTest00449.java:63,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00521,BenchmarkTest00521,doPost,BenchmarkTest00521.java:83,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00521,BenchmarkTest00521,doPost,BenchmarkTest00521.java:83,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00522,BenchmarkTest00522,doPost,BenchmarkTest00522.java:81,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00522,BenchmarkTest00522,doPost,BenchmarkTest00522.java:81,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00608,BenchmarkTest00608,doPost,BenchmarkTest00608.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00608,BenchmarkTest00608,doPost,BenchmarkTest00608.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00609,BenchmarkTest00609,doPost,BenchmarkTest00609.java:68,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00609,BenchmarkTest00609,doPost,BenchmarkTest00609.java:68,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00610,BenchmarkTest00610,doPost,BenchmarkTest00610.java:87,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00610,BenchmarkTest00610,doPost,BenchmarkTest00610.java:87,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00611,BenchmarkTest00611,doPost,BenchmarkTest00611.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00611,BenchmarkTest00611,doPost,BenchmarkTest00611.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00614,BenchmarkTest00614,doPost,BenchmarkTest00614.java:74,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00614,BenchmarkTest00614,doPost,BenchmarkTest00614.java:74,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00615,BenchmarkTest00615,doPost,BenchmarkTest00615.java:70,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00615,BenchmarkTest00615,doPost,BenchmarkTest00615.java:70,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00616,BenchmarkTest00616,doPost,BenchmarkTest00616.java:58,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00616,BenchmarkTest00616,doPost,BenchmarkTest00616.java:58,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00617,BenchmarkTest00617,doPost,BenchmarkTest00617.java:59,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00617,BenchmarkTest00617,doPost,BenchmarkTest00617.java:59,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00684,BenchmarkTest00684,doPost,BenchmarkTest00684.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00684,BenchmarkTest00684,doPost,BenchmarkTest00684.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00685,BenchmarkTest00685,doPost,BenchmarkTest00685.java:70,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00685,BenchmarkTest00685,doPost,BenchmarkTest00685.java:70,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00688,BenchmarkTest00688,doPost,BenchmarkTest00688.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00688,BenchmarkTest00688,doPost,BenchmarkTest00688.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00691,BenchmarkTest00691,doPost,BenchmarkTest00691.java:74,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00691,BenchmarkTest00691,doPost,BenchmarkTest00691.java:74,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00692,BenchmarkTest00692,doPost,BenchmarkTest00692.java:64,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00692,BenchmarkTest00692,doPost,BenchmarkTest00692.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00693,BenchmarkTest00693,doPost,BenchmarkTest00693.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00693,BenchmarkTest00693,doPost,BenchmarkTest00693.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00779,BenchmarkTest00779,doPost,BenchmarkTest00779.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00779,BenchmarkTest00779,doPost,BenchmarkTest00779.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00781,BenchmarkTest00781,doPost,BenchmarkTest00781.java:86,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00781,BenchmarkTest00781,doPost,BenchmarkTest00781.java:86,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00853,BenchmarkTest00853,doPost,BenchmarkTest00853.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00853,BenchmarkTest00853,doPost,BenchmarkTest00853.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00855,BenchmarkTest00855,doPost,BenchmarkTest00855.java:73,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00855,BenchmarkTest00855,doPost,BenchmarkTest00855.java:73,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00856,BenchmarkTest00856,doPost,BenchmarkTest00856.java:83,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00856,BenchmarkTest00856,doPost,BenchmarkTest00856.java:83,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00857,BenchmarkTest00857,doPost,BenchmarkTest00857.java:82,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00857,BenchmarkTest00857,doPost,BenchmarkTest00857.java:82,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00859,BenchmarkTest00859,doPost,BenchmarkTest00859.java:62,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00859,BenchmarkTest00859,doPost,BenchmarkTest00859.java:62,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00945,BenchmarkTest00945,doPost,BenchmarkTest00945.java:75,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00945,BenchmarkTest00945,doPost,BenchmarkTest00945.java:75,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00946,BenchmarkTest00946,doPost,BenchmarkTest00946.java:75,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest00946,BenchmarkTest00946,doPost,BenchmarkTest00946.java:75,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01015,BenchmarkTest01015,doPost,BenchmarkTest01015.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01015,BenchmarkTest01015,doPost,BenchmarkTest01015.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01016,BenchmarkTest01016,doPost,BenchmarkTest01016.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01016,BenchmarkTest01016,doPost,BenchmarkTest01016.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01017,BenchmarkTest01017,doPost,BenchmarkTest01017.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01017,BenchmarkTest01017,doPost,BenchmarkTest01017.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01018,BenchmarkTest01018,doPost,BenchmarkTest01018.java:67,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01018,BenchmarkTest01018,doPost,BenchmarkTest01018.java:67,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01020,BenchmarkTest01020,doPost,BenchmarkTest01020.java:61,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01020,BenchmarkTest01020,doPost,BenchmarkTest01020.java:61,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01099,BenchmarkTest01099,doPost,BenchmarkTest01099.java:79,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01099,BenchmarkTest01099,doPost,BenchmarkTest01099.java:79,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01102,BenchmarkTest01102,doPost,BenchmarkTest01102.java:77,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01102,BenchmarkTest01102,doPost,BenchmarkTest01102.java:77,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01103,BenchmarkTest01103,doPost,BenchmarkTest01103.java:77,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01103,BenchmarkTest01103,doPost,BenchmarkTest01103.java:77,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01105,BenchmarkTest01105,doPost,BenchmarkTest01105.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01105,BenchmarkTest01105,doPost,BenchmarkTest01105.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01106,BenchmarkTest01106,doPost,BenchmarkTest01106.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01106,BenchmarkTest01106,doPost,BenchmarkTest01106.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01107,BenchmarkTest01107,doPost,BenchmarkTest01107.java:71,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01107,BenchmarkTest01107,doPost,BenchmarkTest01107.java:71,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01148,BenchmarkTest01148,doPost,BenchmarkTest01148.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01148,BenchmarkTest01148,doPost,BenchmarkTest01148.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01149,BenchmarkTest01149,doPost,BenchmarkTest01149.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01149,BenchmarkTest01149,doPost,BenchmarkTest01149.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01150,BenchmarkTest01150,doPost,BenchmarkTest01150.java:69,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01150,BenchmarkTest01150,doPost,BenchmarkTest01150.java:69,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01228,BenchmarkTest01228,doPost,BenchmarkTest01228.java:62,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01228,BenchmarkTest01228,doPost,BenchmarkTest01228.java:62,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01229,BenchmarkTest01229,doPost,BenchmarkTest01229.java:62,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01229,BenchmarkTest01229,doPost,BenchmarkTest01229.java:62,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01230,BenchmarkTest01230,doPost,BenchmarkTest01230.java:56,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01230,BenchmarkTest01230,doPost,BenchmarkTest01230.java:56,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01317,BenchmarkTest01317,doPost,BenchmarkTest01317.java:68,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01317,BenchmarkTest01317,doPost,BenchmarkTest01317.java:68,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01318,BenchmarkTest01318,doPost,BenchmarkTest01318.java:68,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01318,BenchmarkTest01318,doPost,BenchmarkTest01318.java:68,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01320,BenchmarkTest01320,doPost,BenchmarkTest01320.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01320,BenchmarkTest01320,doPost,BenchmarkTest01320.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01322,BenchmarkTest01322,doPost,BenchmarkTest01322.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01322,BenchmarkTest01322,doPost,BenchmarkTest01322.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01323,BenchmarkTest01323,doPost,BenchmarkTest01323.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01323,BenchmarkTest01323,doPost,BenchmarkTest01323.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01325,BenchmarkTest01325,doPost,BenchmarkTest01325.java:60,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01325,BenchmarkTest01325,doPost,BenchmarkTest01325.java:60,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01398,BenchmarkTest01398,doPost,BenchmarkTest01398.java:76,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01398,BenchmarkTest01398,doPost,BenchmarkTest01398.java:76,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01480,BenchmarkTest01480,doPost,BenchmarkTest01480.java:66,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01480,BenchmarkTest01480,doPost,BenchmarkTest01480.java:66,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01483,BenchmarkTest01483,doPost,BenchmarkTest01483.java:64,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01483,BenchmarkTest01483,doPost,BenchmarkTest01483.java:64,UnsafeAlgorithm,expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES.
KeyGeneratorSpec,-,org.owasp.benchmark.testcode.BenchmarkTest01484,BenchmarkTest01484,doPost,BenchmarkTest01484.java:64,InvalidSequenceOfMethodCalls,unknown
