spec,error,class,className,method,cwe
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01782,BenchmarkTest01782,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01783,BenchmarkTest01783,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01784,BenchmarkTest01784,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01785,BenchmarkTest01785,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01786,BenchmarkTest01786,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01787,BenchmarkTest01787,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01788,BenchmarkTest01788,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01842,BenchmarkTest01842,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01843,BenchmarkTest01843,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01853,BenchmarkTest01853,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01854,BenchmarkTest01854,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01855,BenchmarkTest01855,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01856,BenchmarkTest01856,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01857,BenchmarkTest01857,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01858,BenchmarkTest01858,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01859,BenchmarkTest01859,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01860,BenchmarkTest01860,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01910,BenchmarkTest01910,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01930,BenchmarkTest01930,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01931,BenchmarkTest01931,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01932,BenchmarkTest01932,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01933,BenchmarkTest01933,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01934,BenchmarkTest01934,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01992,BenchmarkTest01992,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest01999,BenchmarkTest01999,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02000,BenchmarkTest02000,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02001,BenchmarkTest02001,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02002,BenchmarkTest02002,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02003,BenchmarkTest02003,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02004,BenchmarkTest02004,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02038,BenchmarkTest02038,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02039,BenchmarkTest02039,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02040,BenchmarkTest02040,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02060,BenchmarkTest02060,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02061,BenchmarkTest02061,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02062,BenchmarkTest02062,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02063,BenchmarkTest02063,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02117,BenchmarkTest02117,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02138,BenchmarkTest02138,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02139,BenchmarkTest02139,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02140,BenchmarkTest02140,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02141,BenchmarkTest02141,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02209,BenchmarkTest02209,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02245,BenchmarkTest02245,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02246,BenchmarkTest02246,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02337,BenchmarkTest02337,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02338,BenchmarkTest02338,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02415,BenchmarkTest02415,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02416,BenchmarkTest02416,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02417,BenchmarkTest02417,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02418,BenchmarkTest02418,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02419,BenchmarkTest02419,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02420,BenchmarkTest02420,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02421,BenchmarkTest02421,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02422,BenchmarkTest02422,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02423,BenchmarkTest02423,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02424,BenchmarkTest02424,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02425,BenchmarkTest02425,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02426,BenchmarkTest02426,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02473,BenchmarkTest02473,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02497,BenchmarkTest02497,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02498,BenchmarkTest02498,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02499,BenchmarkTest02499,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02500,BenchmarkTest02500,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02501,BenchmarkTest02501,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02502,BenchmarkTest02502,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02503,BenchmarkTest02503,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02504,BenchmarkTest02504,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02505,BenchmarkTest02505,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02506,BenchmarkTest02506,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02602,BenchmarkTest02602,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02603,BenchmarkTest02603,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02604,BenchmarkTest02604,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02605,BenchmarkTest02605,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02606,BenchmarkTest02606,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02700,BenchmarkTest02700,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02701,BenchmarkTest02701,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02702,BenchmarkTest02702,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02703,BenchmarkTest02703,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02704,BenchmarkTest02704,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02705,BenchmarkTest02705,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02706,BenchmarkTest02706,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02707,BenchmarkTest02707,-,-
13,Found: Untrused PRNG (java.util.Random),BenchmarkTest02708,BenchmarkTest02708,-,-
2,Found: MD5,BenchmarkTest00046,BenchmarkTest00046,-,328
2,Found: MD5,BenchmarkTest00073,BenchmarkTest00073,-,328
2,Found: MD5,BenchmarkTest00272,BenchmarkTest00272,-,328
2,Found: MD5,BenchmarkTest00372,BenchmarkTest00372,-,328
2,Found: MD5,BenchmarkTest00465,BenchmarkTest00465,-,328
2,Found: MD5,BenchmarkTest00536,BenchmarkTest00536,-,328
2,Found: MD5,BenchmarkTest00537,BenchmarkTest00537,-,328
2,Found: MD5,BenchmarkTest00637,BenchmarkTest00637,-,328
2,Found: MD5,BenchmarkTest00708,BenchmarkTest00708,-,328
2,Found: MD5,BenchmarkTest00794,BenchmarkTest00794,-,328
2,Found: MD5,BenchmarkTest00963,BenchmarkTest00963,-,328
2,Found: MD5,BenchmarkTest01038,BenchmarkTest01038,-,328
2,Found: MD5,BenchmarkTest01167,BenchmarkTest01167,-,328
2,Found: MD5,BenchmarkTest01247,BenchmarkTest01247,-,328
2,Found: MD5,BenchmarkTest01333,BenchmarkTest01333,-,328
2,Found: MD5,BenchmarkTest01334,BenchmarkTest01334,-,328
2,Found: MD5,BenchmarkTest01504,BenchmarkTest01504,-,328
2,Found: MD5,BenchmarkTest01577,BenchmarkTest01577,-,328
2,Found: MD5,BenchmarkTest01653,BenchmarkTest01653,-,328
2,Found: MD5,BenchmarkTest02217,BenchmarkTest02217,-,328
2,Found: MD5,BenchmarkTest02311,BenchmarkTest02311,-,328
2,Found: MD5,BenchmarkTest02387,BenchmarkTest02387,-,328
2,Found: MD5,BenchmarkTest02388,BenchmarkTest02388,-,328
2,Found: MD5,BenchmarkTest02475,BenchmarkTest02475,-,328
2,Found: MD5,BenchmarkTest02476,BenchmarkTest02476,-,328
2,Found: MD5,BenchmarkTest02575,BenchmarkTest02575,-,328
2,Found: MD5,BenchmarkTest02674,BenchmarkTest02674,-,328
2,Found: MD5,BenchmarkTest02675,BenchmarkTest02675,-,328
2,Found: SHA1,BenchmarkTest00070,BenchmarkTest00070,-,328
2,Found: SHA1,BenchmarkTest00071,BenchmarkTest00071,-,328
2,Found: SHA1,BenchmarkTest00141,BenchmarkTest00141,-,328
2,Found: SHA1,BenchmarkTest00141,BenchmarkTest00141,-,328
2,Found: SHA1,BenchmarkTest00223,BenchmarkTest00223,-,328
2,Found: SHA1,BenchmarkTest00223,BenchmarkTest00223,-,328
2,Found: SHA1,BenchmarkTest00266,BenchmarkTest00266,-,328
2,Found: SHA1,BenchmarkTest00266,BenchmarkTest00266,-,328
2,Found: SHA1,BenchmarkTest00267,BenchmarkTest00267,-,328
2,Found: SHA1,BenchmarkTest00267,BenchmarkTest00267,-,328
2,Found: SHA1,BenchmarkTest00268,BenchmarkTest00268,-,328
2,Found: SHA1,BenchmarkTest00269,BenchmarkTest00269,-,328
2,Found: SHA1,BenchmarkTest00346,BenchmarkTest00346,-,328
2,Found: SHA1,BenchmarkTest00346,BenchmarkTest00346,-,328
2,Found: SHA1,BenchmarkTest00371,BenchmarkTest00371,-,328
2,Found: SHA1,BenchmarkTest00462,BenchmarkTest00462,-,328
2,Found: SHA1,BenchmarkTest00462,BenchmarkTest00462,-,328
2,Found: SHA1,BenchmarkTest00464,BenchmarkTest00464,-,328
2,Found: SHA1,BenchmarkTest00531,BenchmarkTest00531,-,328
2,Found: SHA1,BenchmarkTest00531,BenchmarkTest00531,-,328
2,Found: SHA1,BenchmarkTest00532,BenchmarkTest00532,-,328
2,Found: SHA1,BenchmarkTest00533,BenchmarkTest00533,-,328
2,Found: SHA1,BenchmarkTest00534,BenchmarkTest00534,-,328
2,Found: SHA1,BenchmarkTest00631,BenchmarkTest00631,-,328
2,Found: SHA1,BenchmarkTest00631,BenchmarkTest00631,-,328
2,Found: SHA1,BenchmarkTest00634,BenchmarkTest00634,-,328
2,Found: SHA1,BenchmarkTest00635,BenchmarkTest00635,-,328
2,Found: SHA1,BenchmarkTest00636,BenchmarkTest00636,-,328
2,Found: SHA1,BenchmarkTest00703,BenchmarkTest00703,-,328
2,Found: SHA1,BenchmarkTest00703,BenchmarkTest00703,-,328
2,Found: SHA1,BenchmarkTest00704,BenchmarkTest00704,-,328
2,Found: SHA1,BenchmarkTest00704,BenchmarkTest00704,-,328
2,Found: SHA1,BenchmarkTest00705,BenchmarkTest00705,-,328
2,Found: SHA1,BenchmarkTest00789,BenchmarkTest00789,-,328
2,Found: SHA1,BenchmarkTest00790,BenchmarkTest00790,-,328
2,Found: SHA1,BenchmarkTest00868,BenchmarkTest00868,-,328
2,Found: SHA1,BenchmarkTest00868,BenchmarkTest00868,-,328
2,Found: SHA1,BenchmarkTest00869,BenchmarkTest00869,-,328
2,Found: SHA1,BenchmarkTest00869,BenchmarkTest00869,-,328
2,Found: SHA1,BenchmarkTest00870,BenchmarkTest00870,-,328
2,Found: SHA1,BenchmarkTest00871,BenchmarkTest00871,-,328
2,Found: SHA1,BenchmarkTest00872,BenchmarkTest00872,-,328
2,Found: SHA1,BenchmarkTest00961,BenchmarkTest00961,-,328
2,Found: SHA1,BenchmarkTest01123,BenchmarkTest01123,-,328
2,Found: SHA1,BenchmarkTest01165,BenchmarkTest01165,-,328
2,Found: SHA1,BenchmarkTest01166,BenchmarkTest01166,-,328
2,Found: SHA1,BenchmarkTest01244,BenchmarkTest01244,-,328
2,Found: SHA1,BenchmarkTest01244,BenchmarkTest01244,-,328
2,Found: SHA1,BenchmarkTest01246,BenchmarkTest01246,-,328
2,Found: SHA1,BenchmarkTest01411,BenchmarkTest01411,-,328
2,Found: SHA1,BenchmarkTest01503,BenchmarkTest01503,-,328
2,Found: SHA1,BenchmarkTest01503,BenchmarkTest01503,-,328
2,Found: SHA1,BenchmarkTest01649,BenchmarkTest01649,-,328
2,Found: SHA1,BenchmarkTest01650,BenchmarkTest01650,-,328
2,Found: SHA1,BenchmarkTest01651,BenchmarkTest01651,-,328
2,Found: SHA1,BenchmarkTest01757,BenchmarkTest01757,-,328
2,Found: SHA1,BenchmarkTest01757,BenchmarkTest01757,-,328
2,Found: SHA1,BenchmarkTest01761,BenchmarkTest01761,-,328
2,Found: SHA1,BenchmarkTest01844,BenchmarkTest01844,-,328
2,Found: SHA1,BenchmarkTest01844,BenchmarkTest01844,-,328
2,Found: SHA1,BenchmarkTest01845,BenchmarkTest01845,-,328
2,Found: SHA1,BenchmarkTest01845,BenchmarkTest01845,-,328
2,Found: SHA1,BenchmarkTest01846,BenchmarkTest01846,-,328
2,Found: SHA1,BenchmarkTest01846,BenchmarkTest01846,-,328
2,Found: SHA1,BenchmarkTest01911,BenchmarkTest01911,-,328
2,Found: SHA1,BenchmarkTest01911,BenchmarkTest01911,-,328
2,Found: SHA1,BenchmarkTest02042,BenchmarkTest02042,-,328
2,Found: SHA1,BenchmarkTest02118,BenchmarkTest02118,-,328
2,Found: SHA1,BenchmarkTest02118,BenchmarkTest02118,-,328
2,Found: SHA1,BenchmarkTest02211,BenchmarkTest02211,-,328
2,Found: SHA1,BenchmarkTest02212,BenchmarkTest02212,-,328
2,Found: SHA1,BenchmarkTest02213,BenchmarkTest02213,-,328
2,Found: SHA1,BenchmarkTest02307,BenchmarkTest02307,-,328
2,Found: SHA1,BenchmarkTest02307,BenchmarkTest02307,-,328
2,Found: SHA1,BenchmarkTest02308,BenchmarkTest02308,-,328
2,Found: SHA1,BenchmarkTest02385,BenchmarkTest02385,-,328
2,Found: SHA1,BenchmarkTest02385,BenchmarkTest02385,-,328
2,Found: SHA1,BenchmarkTest02386,BenchmarkTest02386,-,328
2,Found: SHA1,BenchmarkTest02474,BenchmarkTest02474,-,328
2,Found: SHA1,BenchmarkTest02573,BenchmarkTest02573,-,328
2,Found: SHA1,BenchmarkTest02574,BenchmarkTest02574,-,328
2,Found: SHA1,BenchmarkTest02670,BenchmarkTest02670,-,328
2,Found: SHA1,BenchmarkTest02670,BenchmarkTest02670,-,328
2,Found: SHA1,BenchmarkTest02671,BenchmarkTest02671,-,328
2,Found: SHA1,BenchmarkTest02671,BenchmarkTest02671,-,328
