spec,class,className,method,location,error,expecting
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:36,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:36,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:37,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.inter2path.truepositive.brokenhash.BrokenHash1,BrokenHash1,method1,BrokenHash1.java:35,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.inter2path.truepositive.brokenhash.BrokenHash1,BrokenHash1,method1,BrokenHash1.java:35,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.inter2path.truepositive.brokenhash.BrokenHash1,BrokenHash1,method1,BrokenHash1.java:36,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.pbeparameters.PBEParameters2,PBEParameters2,main,PBEParameters2.java:31,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.pbeparameters.PBEParameters2,PBEParameters2,main,PBEParameters2.java:31,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.pbeparameters.PBEParameters2,PBEParameters2,main,PBEParameters2.java:31,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.pbeparameters.PBEParameters2,PBEParameters2,main,PBEParameters2.java:31,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:43,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:43,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:44,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:46,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,method1,BrokenCrypto1.java:36,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,method1,BrokenCrypto1.java:36,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.insecurerandom.CorrectedRandom,CorrectedRandom,main,CorrectedRandom.java:41,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.insecurerandom.CorrectedRandom,CorrectedRandom,main,CorrectedRandom.java:41,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.contextobject.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:37,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2path.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:48,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2path.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:48,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.inter2path.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,method1,CorrectedKeySize.java:37,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:36,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.fieldobject.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:37,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.fieldsensitivity.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:42,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.fieldsensitivity.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:42,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,method1,CorrectedKeySize.java:43,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:34,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:34,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:31,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:31,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.objectsensitivity.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:41,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.objectsensitivity.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:41,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:33,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.staticiv.StaticIv2,StaticIv2,main,StaticIv2.java:48,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.staticiv.StaticIv2,StaticIv2,main,StaticIv2.java:48,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.fieldpath.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:44,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldpath.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:47,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldpath.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:47,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:35,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:36,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:38,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.interprocedural2.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,method1,BrokenCrypto1.java:34,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.interprocedural2.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,method1,BrokenCrypto1.java:34,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,method1,CorrectedKeySize.java:39,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.contextsensitivity.advanced.callsites5.truepositive.pbeparameters.PBEParameters1,PBEParameters1,main,PBEParameters1.java:36,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.contextsensitivity.advanced.callsites5.truepositive.pbeparameters.PBEParameters1,PBEParameters1,main,PBEParameters1.java:36,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.basic.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:26,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.basic.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:26,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.basic.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:27,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:43,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:43,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:32,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:32,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:33,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.contextsensitivity.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldobject.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:45,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldobject.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:45,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:35,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:36,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:38,InvalidSequenceOfMethodCalls,unknown
CipherSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.ecbmode.EcbMode1,EcbMode1,main,EcbMode1.java:33,UnsafeAlgorithm,"expecting one of {AES/CBC/PKCS5Padding, AES/PCBC/ISO10126Padding, ...} but found AES/ECB/PKCS5Padding."
CipherSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.ecbmode.EcbMode1,EcbMode1,main,EcbMode1.java:33,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:28,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:28,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:29,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:30,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found SHA-1."
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:30,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:31,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:35,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:33,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:33,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:36,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:36,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:39,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.interprocedural2.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:40,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.insecurerandom.CorrectedRandom,CorrectedRandom,method1,CorrectedRandom.java:45,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.insecurerandom.CorrectedRandom,CorrectedRandom,method1,CorrectedRandom.java:45,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:29,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:29,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:30,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:37,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:38,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:40,InvalidSequenceOfMethodCalls,unknown
CipherSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.ecbmode.EcbMode1,EcbMode1,method1,EcbMode1.java:37,UnsafeAlgorithm,"expecting one of {AES/CBC/PKCS5Padding, AES/PCBC/ISO10126Padding, ...} but found AES/ECB/PKCS5Padding."
CipherSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.ecbmode.EcbMode1,EcbMode1,method1,EcbMode1.java:37,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.fieldobject.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:36,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.fieldobject.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:36,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.interprocedural2.truepositive.pbeparameters.PBEParameters2,PBEParameters2,method1,PBEParameters2.java:34,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.interprocedural2.truepositive.pbeparameters.PBEParameters2,PBEParameters2,method1,PBEParameters2.java:34,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,method1,BrokenCrypto1.java:36,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,method1,BrokenCrypto1.java:36,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.flowsensitivity.advanced.valueswap.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:43,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:36,InvalidSequenceOfMethodCalls,unknown
CipherSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.ecbmode.EcbMode1,EcbMode1,main,EcbMode1.java:32,UnsafeAlgorithm,"expecting one of {AES/CBC/PKCS5Padding, AES/PCBC/ISO10126Padding, ...} but found AES/ECB/PKCS5Padding."
CipherSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.ecbmode.EcbMode1,EcbMode1,main,EcbMode1.java:32,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.basic.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:26,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found SHA-1."
MessageDigestSpec,main.java.org.cambench.cap.basic.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:26,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.basic.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:27,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.pbeparameters.PBEParameters1,PBEParameters1,main,PBEParameters1.java:36,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.pbeparameters.PBEParameters1,PBEParameters1,main,PBEParameters1.java:36,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.pbeparameters.PBEParameters1,PBEParameters1,main,PBEParameters1.java:36,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.objectsensitivity.advanced.multipleobjects.truepositive.pbeparameters.PBEParameters1,PBEParameters1,main,PBEParameters1.java:36,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.basic.staticiv.StaticIv2,StaticIv2,main,StaticIv2.java:33,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.basic.staticiv.StaticIv2,StaticIv2,main,StaticIv2.java:33,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.basic.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:31,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.basic.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:31,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.basic.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:32,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.basic.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidSequenceOfMethodCalls,unknown
CipherSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.ecbmode.EcbMode1,EcbMode1,method1,EcbMode1.java:40,UnsafeAlgorithm,"expecting one of {AES/CBC/PKCS5Padding, AES/PCBC/ISO10126Padding, ...} but found AES/ECB/PKCS5Padding."
CipherSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.ecbmode.EcbMode1,EcbMode1,method1,EcbMode1.java:40,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:43,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.fieldflow.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:43,InvalidSequenceOfMethodCalls,unknown
CipherSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.ecbmode.EcbMode1,EcbMode1,main,EcbMode1.java:32,UnsafeAlgorithm,"expecting one of {AES/CBC/PKCS5Padding, AES/PCBC/ISO10126Padding, ...} but found AES/ECB/PKCS5Padding."
CipherSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.ecbmode.EcbMode1,EcbMode1,main,EcbMode1.java:32,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.interprocedural2.truepositive.brokenhash.BrokenHash1,BrokenHash1,method1,BrokenHash1.java:32,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.interprocedural2.truepositive.brokenhash.BrokenHash1,BrokenHash1,method1,BrokenHash1.java:32,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.interprocedural2.truepositive.brokenhash.BrokenHash1,BrokenHash1,method1,BrokenHash1.java:33,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.fieldsensitivity.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:38,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:39,UnsatisfiedConstraint,unknown
